Plant ID,Stom_length_1,Stom_length_2,Stom_length_3,Stom_length_4,Stom_length_5,Area,Stom_number,Scale,Notes,Initals ,Date
LONCAN01_HF.1.10X,14.421,14.682,16.497,16.525,17.832,583771.458,20,1.5725,,AMK,7/11/16
LONCAN01_SH.1.10X,16.35,21.218,20.668,19.839,21.771,583771.458,32,1.5725,,AMK,7/11/16
LONCAN02_HF.1.10X,15.437,13.936,13.37,13.415,15.239,583771.458,31,1.5725,,AMK,7/11/16
LONCAN02_SH.1.10X,17.902,19.144,19.668,14.113,17.511,583771.458,34,1.5725,,AMK,7/11/16
LONCAN04_HF.1.10X,17.358,16.266,16.864,16.735,15.59,583771.458,30,1.5725,,AMK,7/11/16
LONCAN04_SH.1.10X,18.268,19.614,18.349,24.738,18.519,583771.458,30,1.5725,,AMK,7/11/16
LONCAN05_HF.1.10X,17.908,16.583,15.787,18.068,16.711,583771.458,34,1.5725,,AMK,7/11/16
LONCAN05_SH.1.10X,20.082,20.283,20.976,19.523,20.135,583771.458,25,1.5725,,AMK,7/11/16
LYOLIG01_HF.1.10X,18.458,19.081,20.022,21.622,17.235,583771.458,78,1.5725,,AMK,7/11/16
LYOLIG05_HF.1.10X,17.488,22.269,22.013,20.21,22.555,583771.458,85,1.5725,,AMK,7/11/16
LYOLIG06_HF.1.10X,20.283,23.335,21.903,20.461,21.007,583771.458,77,1.5725,,AMK,7/11/16
LYOLIG07_HF.1.10X,18.127,17.087,17.592,18.079,24.607,583771.458,79,1.5725,,AMK,7/11/16
MYRGAL01_SH.1.10X,22.287,22.611,24.203,21.254,24.547,583771.458,58,1.5725,,AMK,7/11/16
MYRGAL02_SH.1.10X,25.487,21.211,18.913,22.957,23.94,583771.458,66,1.5725,,AMK,7/11/16
MYRGAL03_HF.1.10X,20.67,20.24,20.315,19.572,19.12,583771.458,50,1.5725,,AMK,7/11/16
MYRGAL03_SH1.10X,20.707,20.901,20.668,23.37,20.352,583771.458,70,1.5725,,AMK,7/11/16
MYRGAL04_SH.1.10X,18.663,24.384,16.415,21.942,14.948,583771.458,27,1.5725,,AMK,7/11/16
MYRGAL09_HF.1.10X,14.944,18.674,19.913,22.798,17.738,583771.458,41,1.5725,,AMK,7/11/16
MYRGAL10_HF.1.10X,18.663,23.445,19.931,20.223,18.663,583771.458,46,1.5725,,AMK,7/11/16
MYRGAL11_HF.1.10X,13.595,18.803,16.229,21.228,16.583,583771.458,41,1.5725,,AMK,7/11/16
POPGRA01_SH.1.10X,13.11,13.052,13.805,15.381,15.815,583771.458,82,1.5725,,AMK,7/11/16
POPGRA02_SH.1.10X,13.658,13.863,16.903,14.904,13.794,583771.458,177,1.5725,,AMK,7/11/16
POPGRA04_SH.1.10X,14.501,13.676,16.837,15.632,19.12,583771.458,146,1.5725,,AMK,7/11/16
POPGRA05_SH.1.10X,14.048,12.232,12.543,10.527,14.682,583771.458,105,1.5725,,AMK,7/11/16
POPTRE01_SH.1.10X,27.206,23.871,27.43,30.435,24.958,583771.458,68,1.5725,,AMK,7/12/16
POPTRE02_SH.1.10X,23.4,24.895,24.939,29.571,31.004,583771.458,81,1.5725,,AMK,7/12/16
POPTRE03_SH.1.10X,26.546,22.896,23.185,25.694,29.289,583771.458,89,1.5725,,AMK,7/12/16
POPTRE04_SH.1.10X,29.723,26.276,27.375,23.043,30.005,583771.458,82,1.5725,,AMK,7/12/16
PRUPEN02_SH.1.10X,21.32,22.423,16.969,21.436,18.202,583771.458,149,1.5725,,AMK,7/12/16
PRUPEN03_SH.1.10X,16.069,20.034,16.789,16.647,15.841,583771.458,171,1.5725,,AMK,7/12/16
PRUPEN04_HF.1.10X,20.012,18.434,17.721,24.234,19.724,583771.458,73,1.5725,,AMK,7/12/16
PRUPEN04_SH.1.10X,25.282,26.739,18.833,20.668,19.852,583771.458,157,1.5725,,AMK,7/12/16
PRUPEN05_HF.1.10X,15.927,15.381,16.644,20.501,16.194,583771.458,164,1.5725,,AMK,7/12/16
PRUPEN06_HF.1.10X,21.115,18.784,21.377,21.701,23.383,583771.458,94,1.5725,,AMK,7/12/16
PRUPEN06_SH.1.10X,17.5,15.116,20.315,16.96,16.96,583771.458,156,1.5725,,AMK,7/12/16
PRUPEN07_HF.1.10X,16.924,16.562,15.658,18.077,16.924,583771.458,111,1.5725,,AMK,7/12/16
QUEALB04_HF.1.10X,16.078,14.9,17.589,14.931,16.012,583771.458,306,1.5725,,AMK,7/12/16
QUEALB08_HF.1.10X,16.491,15.315,16.852,15.609,16.294,583771.458,317,1.5725,,AMK,7/12/16
QUEALB09_HF.1.10X,13.509,15.079,17.182,11.038,14.481,583771.458,305,1.5725,,AMK,7/12/16
QUEALB11_HF.1.10X,15.593,14.713,16.534,15.787,15.936,583771.458,331,1.5725,,AMK,7/12/16
QUERUB02_SH.1.10X,15.106,16.659,11.06,14.63,12.274,583771.458,244,1.5725,,AMK,7/12/16
QUERUB04_SH.1.10X,16.497,17.299,16.789,15.345,16.855,583771.458,322,1.5725,,AMK,7/12/16
QUERUB05_SH.1.10X,16.683,14.894,14.501,19.006,17.603,583771.458,279,1.5725,,AMK,7/12/16
QUERUB06_SH.1.10X,13.595,13.676,13.509,12.818,14.368,583771.458,213,1.5725,,AMK,7/12/16
QUERUB15_HF.1.10X,13.095,13.49,14.968,14.501,13.947,583771.458,288,1.5725,,AMK,7/12/16
QUERUB16_HF.1.10X,12.599,14.12,13.095,11.918,12.384,583771.458,252,1.5725,,AMK,7/12/16
QUERUB17_HF.1.10X,12.437,12.368,13.962,13.286,12.782,583771.458,257,1.5725,,AMK,7/12/16
QUERUB21_HF.1.10X,14.023,11.872,13.583,12.187,13.765,583771.458,328,1.5725,,AMK,7/12/16
QUEVAL01_HF.1.10X,14.308,13.962,13.419,13.389,13.765,583771.458,246,1.5725,,AMK,7/12/16
QUEVAL02_HF.1.10X,14.948,14.365,14.657,14.822,14.948,583771.458,188,1.5725,,AMK,7/12/16
QUEVAL03_HF.1.10X,17.933,19.508,15.901,17.832,16.897,583771.458,162,1.5725,,AMK,7/12/16
QUEVAL09_HF.1.10X,15.58,14.564,13.52,13.994,15.453,583771.458,239,1.5725,,AMK,7/12/16
RHAFRA01_HF.1.10X,13.805,11.398,10.488,12.884,14.323,583771.458,61,1.5725,stomata were very faint—I may have missed some,AMK,7/12/16
RHAFRA02_HF.1.10X,12.663,10.927,17.902,17.349,11.486,583771.458,58,1.5725,stomata were very faint—I may have missed some,AMK,7/12/16
RHAFRA12_HF.1.10X,12.274,15.609,14.077,14.379,12.912,583771.458,159,1.5725,,AMK,7/12/16
RHAFRA17_HF.1.10X,12.466,13.225,12.818,11.574,12.599,583771.458,100,1.5725,stomata were very faint—I may have missed some,AMK,7/12/16
RHOPRI03_HF.1.10X,13.391,13.842,14.363,14.504,13.875,585632.274,120,1.57,,AMK,7/12/16
RHOPRI04_HF.1.10X,15.952,15.527,17.168,13.288,17.689,585632.274,52,1.57,stomata were very faint—I may have missed some,AMK,7/12/16
RHOPRI05_HF.1.10X,15.392,14.999,14.695,12.293,15.812,585632.274,65,1.57,stomata were very faint—I may have missed some,AMK,7/12/16
RHOPRI06_HF.1.10X,14.013,9.831,13.254,11.822,12.119,585632.274,103,1.57,,AMK,7/12/16
RIBGLA02_SH.1.10X,18.038,14.705,17.846,16.882,16.239,585632.274,81,1.57,,AMK,7/12/16
RIBGLA04_SH.1.10X,17.709,11.967,15.53,18.408,15.511,585632.274,70,1.57,,AMK,7/12/16
RIBGLA05_SH.1.10X,15.974,16.342,15.993,15.605,13.875,585632.274,87,1.57,,AMK,7/12/16
RIBGLA06_SH.1.10X,15.936,16.719,15.579,14.388,17.327,585632.274,72,1.57,,AMK,7/12/16
SAMRAC01_SH.1.10X,23.44,31.075,35.755,32.431,31.342,585632.274,51,1.57,,AMK,7/12/16
SAMRAC02_SH.1.10X,36.126,32.654,38.006,26.615,27.227,585632.274,52,1.57,,AMK,7/12/16
SAMRAC03_SH.1.10X,24.547,27.977,29.322,33.361,28.351,585632.274,63,1.57,,AMK,7/12/16
SAMRAC05_SH.1.10X,32.359,35.13,35.052,34.579,36.459,585632.274,39,1.57,,AMK,7/12/16
SORAME01_SH.1.10X,22.632,21.829,28.431,24.298,23.185,585632.274,110,1.57,,AMK,7/12/16
SORAME02_SH.1.10X,30.63,21.029,24.425,24.254,24.331,585632.274,104,1.57,,AMK,7/12/16
SORAME03_HF.1.10X,22.932,23.781,25.177,22.932,22.304,585632.274,37,1.57,,AMK,7/12/16
SORAME03_SH.1.10X,17.951,16.515,15.527,16.23,16.37,585632.274,139,1.57,,AMK,7/12/16
SORAME04_HF.1.10X,20.225,24.555,21.975,23.424,20.167,585632.274,33,1.57,,AMK,7/12/16
SORAME07_HF.1.10X,22.591,22.313,21.473,22.386,21.05,585632.274,41,1.57,,AMK,7/12/16
SORAME08_HF.1.10X,19.593,22.618,21.574,23.56,24.689,585632.274,69,1.57,,AMK,7/12/16
SPIALB01_HF.1.10X,11.124,11.623,14.525,12.289,11.783,585632.274,388,1.57,,AMK,7/12/16
SPIALB03_HF.1.10X,9.837,11.124,11.26,12.599,9.367,585632.274,368,1.57,,AMK,7/12/16
SPIALB03_SH.1.10X,9.995,9.323,10.196,10.29,9.602,585632.274,279,1.57,,AMK,7/12/16
SPIALB04_HF.1.10X,8.119,8.378,9.236,9.285,7.987,585632.274,451,1.57,parts of image blurry—I may have missed some stomata,AMK,7/12/16
SPIALB05_HF.1.10X,12.018,9.285,10.548,12.301,10.071,585632.274,233,1.57,,AMK,7/12/16
SPIALB06_SH.1.10X,10,8.28,9.893,9.372,10.706,585632.274,386,1.57,,AMK,7/12/16
SPIALB08_SH.1.10X,8.883,10.369,8.305,9.743,8.28,585632.274,316,1.57,,AMK,7/12/16
SPIALB99_SH.1.10X,11.971,11.187,12.289,11.71,10.071,585632.274,369,1.57,,AMK,7/12/16
TILAME01_SH.1.10X,20.322,20.583,23.597,21.245,20.367,585632.274,81,1.57,,AMK,7/12/16
TILAME02_HF.1.10X,16.864,17.106,18.863,17.525,17.905,585632.274,83,1.57,,AMK,7/12/16
TILAME02_SH.1.10X,20.944,24.242,20.585,18.943,22.881,585632.274,76,1.57,,AMK,7/12/16
TILAME03_HF.1.10X,20.167,17.936,20.287,17.863,18.156,585632.274,56,1.57,,AMK,7/12/16
TILAME03_SH.1.10X,14.103,16.079,16.737,23.919,17.631,585632.274,105,1.57,,AMK,7/12/16
TILAME04_SH.1.10X,16.536,17.026,17.353,22.302,21.623,585632.274,75,1.57,,AMK,7/12/16
TILAME05_HF.1.10X,14.242,18.175,15.406,17.303,13.991,585632.274,105,1.57,,AMK,7/12/16
TILAME08_HF.1.10X,15.435,15.952,16.963,16.394,12.599,585632.274,94,1.57,,AMK,7/12/16
ULMAME01_HF.1.10X,18.015,20.444,19.492,20.652,17.846,585632.274,72,1.57,,AMK,7/12/16
ULMAME01_SH.1.10X,28.206,26.556,28.025,25.358,30.63,585632.274,82,1.57,,AMK,7/12/16
ULMAME02_HF.1.10X,22.011,23.073,21.451,24.808,22.368,585632.274,97,1.57,,AMK,7/12/16
ULMAME03_HF.1.10X,23.781,20.504,18.865,19.108,25.494,585632.274,133,1.57,,AMK,7/12/16
ULMAME22_HF.1.10X,21.574,19.554,16.924,20.407,20.511,585632.274,138,1.57,,AMK,7/12/16
VACMYR01_HF.1.10X,14.419,14.242,13.166,12.897,13.273,585632.274,129,1.57,,AMK,7/12/16
VACMYR02_SH.1.10X,14.135,13.875,15.103,12.367,14.653,585632.274,138,1.57,,AMK,7/12/16
VACMYR04_HF.1.10X,10.828,11.146,12.085,10.776,12.293,585632.274,168,1.57,,AMK,7/12/16
VACMYR04_SH.1.10X,15.022,14.774,15.24,15.615,16.276,585632.274,135,1.57,,AMK,7/12/16
VACMYR05_HF.1.10X,13.679,13.47,11.852,12.206,13.842,585632.274,153,1.57,,AMK,7/12/16
VACMYR05_SH.1.10X,12.838,12.127,13.53,13.904,13.166,585632.274,126,1.57,,AMK,7/12/16
VACMYR06_SH.1.10X,14.972,15.406,13.911,14.103,15.962,585632.274,129,1.57,,AMK,7/12/16
VACMYR07_HF.1.10X,15.841,11.255,13.196,12.169,15.022,585632.274,160,1.57,,AMK,7/12/16
VIBCAS04_HF.1.10X,28.206,36.325,29.625,34.48,35.67,585632.274,31,1.57,,AMK,7/12/16
VIBCAS04_SH.1.10X,40.306,32.057,35.287,36.132,32.691,585632.274,33,1.57,,AMK,7/12/16
VIBCAS05_SH.1.10X,37.263,37.796,44.886,35.864,37.555,585632.274,38,1.57,,AMK,7/12/16
VIBCAS06_HF.1.10X,35.789,39.66,30.161,37.276,33.379,585632.274,32,1.57,,AMK,7/12/16
VIBCAS06_SH.1.10X,36.971,41.038,39.496,39.384,39.062,585632.274,69,1.57,,AMK,7/12/16
VIBCAS07_SH.1.10X,38.251,27.262,31.29,37.021,30.893,585632.274,58,1.57,,AMK,7/12/16
VIBCAS08_HF.1.10X,28.692,26.649,31.024,29.63,28.521,585632.274,50,1.57,,AMK,7/12/16
VIBCAS11_HF.1.10X,33.755,29.809,33.812,31.944,31.424,585632.274,73,1.57,,AMK,7/12/16
VIBLAN02_SH.1.10X,22.519,27.435,26.435,24.524,27.07,585632.274,38,1.57,,AMK,7/12/16
VIBLAN03_HF.1.10X,21.175,24.555,26.393,24.373,25.845,585632.274,35,1.57,,AMK,7/12/16
VIBLAN05_SH.1.10X,25.28,23.672,26.312,29.633,31.212,585632.274,25,1.57,,AMK,7/12/16
VIBLAN06_SH.1.10X,25.183,29.343,24.306,24.689,26.262,585632.274,44,1.57,,AMK,7/12/16
VIBLAN07_SH.1.10X,26.634,25.953,22.323,27.389,20.652,585632.274,61,1.57,,AMK,7/12/16
ACEPEN03_GR.1.10X,11.26,9.501,10.29,9.949,9.995,585632.274,281,1.57,,AMK,7/18/16
ACEPEN05_GR.1.10X,14.525,15.497,11.693,12.056,14.099,585632.274,99,1.57,,AMK,7/18/16
ACEPEN06_GR.1.10X,12.206,11.269,11.971,12.119,13.827,585632.274,94,1.57,,AMK,7/18/16
ACEPEN07_GR.1.10X,12.838,12.457,12.599,12.968,14.013,585632.274,189,1.57,,AMK,7/18/16
ACERUB01_GR.1.10X,13.875,12.968,12.775,16.32,13.984,585632.274,229,1.57,upper left corner blurry,AMK,7/18/16
ACERUB03_GR.1.10X,14.87,14.37,16.689,14.653,14.099,585632.274,105,1.57,,AMK,7/18/16
ACERUB05_GR.1.10X,16.379,12.127,15.24,14.664,14.103,585632.274,119,1.57,,AMK,7/18/16
ACERUB06_GR.1.10X,12.127,14.027,14.306,13.254,14.146,585632.274,148,1.57,,AMK,7/18/16
ACESAC01_GR.1.10X,8.745,10.514,9.995,8.831,10.548,585632.274,138,1.57,bottom left corner blurry,AMK,7/18/16
ACESAC02_GR.1.10X,10.63,10.776,11.142,9.544,10.447,585632.274,78,1.57,,AMK,7/18/16
ACESAC05_GR.1.10X,11.434,10.071,9.008,9.811,8.808,585632.274,186,1.57,,AMK,7/18/16
ACESAC06_GR.1.10X,9.241,9.367,9.372,8.745,8.923,585632.274,183,1.57,,AMK,7/18/16
ALNINC01_GR.1.10X,9.12,10.833,11.124,10.553,9.811,585632.274,30,1.57,,AMK,7/18/16
ALNINC02_GR.1.10X,14.412,9.458,13.911,12.486,13.119,585632.274,54,1.57,parts of image blurry,AMK,7/18/16
ALNINC03_GR.1.10X,13.196,14.91,18.488,14.345,17.936,585632.274,16,1.57,,AMK,7/18/16
ALNINC04_GR.1.10X,13.827,16.924,16.927,15.812,14.142,585632.274,45,1.57,,AMK,7/18/16
AMECAN03_GR.1.10X,23.887,24.531,24.611,27.083,25.605,585632.274,58,1.57,,AMK,7/18/16
AMECAN04_GR.1.10X,22.701,21.536,28.925,24.097,30.422,585632.274,80,1.57,,AMK,7/18/16
AMECAN05_GR.1.10X,24.181,21.041,22.618,20.995,25.794,585632.274,81,1.57,,AMK,7/18/16
AMECAN06_GR.1.10X,26.064,26.789,23.466,24.531,24.914,585632.274,62,1.57,,AMK,7/18/16
AMELAE01_GR.1.10X,25.366,21.656,29.77,23.8,23.379,585632.274,70,1.57,,AMK,7/18/16
AMELAE02_GR.1.10X,20.864,24.841,21.677,27.083,23.868,585632.274,103,1.57,,AMK,7/18/16
AMELAE03_GR.1.10X,20.876,23.938,24.808,26.062,21.658,585632.274,87,1.57,,AMK,7/18/16
AMELAE04_GR.1.10X,29.134,26.942,33.42,28.431,28.179,585632.274,66,1.57,,AMK,7/18/16
BETALL03_GR.1.10X,22.302,16.179,16.354,20.818,18.298,585632.274,58,1.57,,AMK,7/18/16
BETALL07_GR.1.10X,16.551,16.906,17.458,19.28,18.943,585632.274,68,1.57,,AMK,7/18/16
BETALL11_GR.1.10X,18.097,20.142,18.4,18.733,19.871,585632.274,53,1.57,,AMK,7/18/16
BETALL22_GR.1.10X,21.693,18.57,20.347,15.77,20.054,585632.274,51,1.57,,AMK,7/18/16
BETPAP02_GR.1.10X,15.789,15.183,17.2,19.175,17.617,585632.274,47,1.57,,AMK,7/18/16
BETPAP04_GR.1.10X,21.302,21.637,18.231,18.951,24.859,585632.274,58,1.57,,AMK,7/18/16
BETPAP05_GR.1.10X,18.809,20.504,22.032,20.066,20.427,585632.274,93,1.57,,AMK,7/18/16
BETPAP06_GR.1.10X,21.508,19.364,19.554,20.347,19.135,585632.274,76,1.57,,AMK,7/18/16
CORALT01_GR.1.10X,17.826,14.639,15.316,15.29,15.618,585632.274,71,1.57,parts of image blurry,AMK,7/18/16
CORALT04_GR.1.10X,16.394,19.663,17.376,19.883,18.25,585632.274,58,1.57,,AMK,7/18/16
CORALT05_GR.1.10X,18.938,17.435,16.616,18.43,17.551,585632.274,85,1.57,,AMK,7/18/16
CORALT07_GR.1.10X,17.826,17.141,18.03,17.034,16.625,585632.274,88,1.57,,AMK,7/18/16
CORCOR01_GR.1.10X,15.54,18.692,22.431,18.43,21.029,585632.274,43,1.57,,AMK,7/18/16
CORCOR05_GR.1.10X,17.327,18.801,17.588,15.1,18.943,585632.274,36,1.57,,AMK,7/18/16
CORCOR06_GR.1.10X,22.549,19.458,20.127,17.15,23.248,585632.274,55,1.57,,AMK,7/18/16
CORCOR07_GR.1.10X #2,14.44,14.91,14.87,13.196,16.117,585632.274,47,1.57,,AMK,7/18/16
FAGGRA01_GR.1.10X,10.071,9.236,9.919,8.462,9.285,585632.274,262,1.57,,AMK,7/18/16
FAGGRA02_GR.1.10X,7.962,8.923,8.378,7.962,7.352,585632.274,242,1.57,,AMK,7/18/16
FAGGRA03_GR.1.10X,9.125,9.186,8.923,7.749,7.387,585632.274,253,1.57,,AMK,7/18/16
FAGGRA05_GR.1.10X,8.163,9.12,8.157,7.755,9.258,585632.274,204,1.57,,AMK,7/18/16
FRAAME02_GR.1.10X,20.769,22.011,23.875,22.987,23.283,585632.274,79,1.57,,AMK,7/18/16
FRAAME03_GR.1.10X,23.696,22.415,23.509,24.078,23.185,585632.274,55,1.57,,AMK,7/18/16
FRAAME04_GR.1.10X,19.952,19.111,17.846,20.781,15.952,585632.274,95,1.57,parts of image blurry,AMK,7/18/16
FRAAME12_GR.1.10X,18.684,17.936,17.826,16.713,15.837,585632.274,52,1.57,,AMK,7/18/16
FRANIG01_GR.1.10X,14.43,10.432,12.999,14.917,10.87,585632.274,144,1.57,,AMK,7/18/16
FRANIG02_GR.1.10X,14.402,17.846,15.106,15.54,18.496,585632.274,99,1.57,,AMK,7/18/16
FRANIG03_GR.1.10X,17.931,17.303,17.245,17.197,16.96,585632.274,139,1.57,,AMK,7/18/16
FRANIG04_GR.1.10X,16.816,16.954,17.837,20.781,16.038,585632.274,111,1.57,,AMK,7/18/16
ILEMUC01_GR.1.10X,13.709,10.828,10.196,11.971,11.219,585632.274,262,1.57,,AMK,7/18/16
ILEMUC03_GR.1.10X,14.753,15.09,15.511,15.618,13.698,585632.274,186,1.57,,AMK,7/18/16
ILEMUC04_GR.1.10X,15.99,15.09,16.038,14.402,17.49,585632.274,155,1.57,,AMK,7/18/16
ILEMUC06_GR.1.10X,12.679,14.412,15.657,15.263,15.866,585632.274,193,1.57,,AMK,7/18/16
KALANG02_GR.1.10X,8.462,9.367,9.811,8.498,8.268,585632.274,337,1.57,parts of image blurry,AMK,7/18/16
KALANG04_GR.1.10X,7.332,9.258,8.745,7.911,7.807,585632.274,468,1.57,,NKM,7/19/16
KALANG05_GR.1.10X,8.854,9.125,9.109,9.372,8.219,585632.274,370,1.57,,NKM,7/19/16
KALANG06_GR.1.10X,9.581,8.785,8.119,8.808,9.192,585632.274,249,1.57,blurry and poor definition,NKM,7/19/16
LONCAN01_GR.1.10X,14.832,17.15,15.812,15.936,15.841,585632.274,31,1.57,,NKM,7/19/16
LONCAN03_GR.1.10X,14.924,14.753,16.882,14.705,15.993,585632.274,38,1.57,,NKM,7/19/16
LONCAN05_GR.1.10X,16.951,15.683,17.817,17.905,15.1,585632.274,22,1.57,,NKM,7/19/16
LONCAN07_GR.1.10X,18.063,16.376,17.571,17.849,18.153,585632.274,41,1.57,,NKM,7/19/16
MYRGAL01_GR.1.10X,17.751,19.114,23.728,22.247,21.173,585632.274,62,1.57,,NKM,7/19/16
MYRGAL02_GR.1.10X,24.223,22.087,21.173,29.855,29.57,585632.274,47,1.57,very blurry bottom right corner,NKM,7/19/16
MYRGAL04_GR.1.10X,18.275,18.532,20.255,18.198,19.952,585632.274,63,1.57,,NKM,7/19/16
MYRGAL05_GR.1.10X,16.67,16.066,16.719,17.588,17.327,585632.274,76,1.57,,NKM,7/19/16
NYSSYL03_GR.1.10X,21.938,19.09,20.504,21.173,19.952,585632.274,64,1.57,,NKM,7/19/16
NYSSYL06_GR.1.10X,18.25,13.616,18.529,17.88,19.204,585632.274,50,1.57,,NKM,7/19/16
NYSSYL08_GR.1.10X,16.441,16.079,16.066,16.689,16.551,585632.274,47,1.57,,NKM,7/19/16
NYSSYL10_GR.1.10X,14.303,15.731,14.639,15.99,16.561,585632.274,45,1.57,,NKM,7/19/16
POPTRE02_GR.1.10X,18.164,21.705,17.106,20.367,20.973,585632.274,87,1.57,very poor definition,NKM,7/19/16
POPTRE03_GR.1.10X,21.873,19.445,20.427,19.111,19.403,585632.274,71,1.57,,NKM,7/19/16
POPTRE04_GR.1.10X,19.429,20.043,21.705,20.114,20.583,585632.274,62,1.57,,NKM,7/19/16
POPTRE07_GR.1.10X,21.423,21.079,22.558,18.074,18.408,585632.274,80,1.57,,NKM,7/19/16
PRUPEN01_GR.1.10X,21.118,21.665,21.089,21.149,23.87,585632.274,118,1.57,,NKM,7/19/16
PRUPEN05_GR.1.10X,14.927,16.698,19.871,17.525,18.372,585632.274,120,1.57,,NKM,7/19/16
PRUPEN06_GR.1.10X,19.241,17.15,20.546,20.944,21.938,585632.274,142,1.57,,NKM,7/19/16
PRUPEN09_GR.1.10X,18.378,19.002,16.17,15.936,16.255,585632.274,92,1.57,,NKM,7/19/16
QUERUB01_GR.1.10X,18.986,18.088,20.054,17.138,17.826,585632.274,296,1.57,,NKM,7/19/16
RHAFRA01_GR.1.10X,14.335,14.388,13.929,17.141,15.85,585632.274,176,1.57,,NKM,7/19/16
RHOPRI03_GR.1.10X,13.497,13.885,14.917,12.691,12.486,585632.274,130,1.57,,NKM,7/19/16
RHOPRI03_GR.1.10X,13.991,15.53,14.099,12.932,13.44,585632.274,150,1.57,,NKM,7/19/16
RHOPRI04_GR.1.10X,14.982,13.273,14.045,13.969,13.258,585632.274,189,1.57,,NKM,7/19/16
RHOPRI05_GR.1.10X,13.061,13.3,13.698,14.753,14.927,585632.274,101,1.57,very blurry,NKM,7/19/16
SAMRAC01_GR.1.10X,28.904,33.488,33.075,33.933,33.043,585632.274,47,1.57,,NKM,7/19/16
SAMRAC02_GR.1.10X,33.263,32.028,37.261,34.514,31.919,585632.274,61,1.57,,NKM,7/19/16
SAMRAC03_GR.1.10X,32.266,39.675,44.006,42.881,39.726,585632.274,27,1.57,,NKM,7/19/16
SAMRAC04_GR.1.10X,33.446,27.479,31.29,30.235,29.336,585632.274,63,1.57,,NKM,7/19/16
SORAME01_GR.1.10X,26.349,23.431,23.672,22.994,25.812,585632.274,55,1.57,,NKM,7/19/16
SORAME03_GR.1.10X,26.708,27.855,25.771,27.84,23.646,585632.274,74,1.57,,NKM,7/19/16
SORAME04_GR.1.10X,24.671,23.489,27.07,22.799,25.686,585632.274,108,1.57,,NKM,7/19/16
SORAME06_GR.1.10X,23.972,26.755,20.447,23.943,25.382,585632.274,106,1.57,,NKM,7/19/16
SPIALB02_GR.1.10X,16.242,13.38,13.497,15.993,15.193,585632.274,313,1.57,,NKM,7/19/16
SPIALB04_GR.1.10X,15.1,14.587,14.37,16.394,14.89,585632.274,296,1.57,,NKM,7/19/16
SPIALB06_GR.1.10X,14.26,12.301,11.788,11.487,13.827,585632.274,316,1.57,,AMK,7/19/16
SPIALB10_GR.1.10X,9.013,11.801,8.575,8.808,8.575,585632.274,376,1.57,,AMK,7/19/16
ULMAME02_GR.1.10X,20.921,20.342,23.072,21.476,21.046,583771.458,167,1.5725,blurry,NKM,7/20/16
ULMAME03_GR.1.10X,20.668,24.103,24.738,22.674,23.667,583771.458,97,1.5725,,NKM,7/20/16
ULMAME04_GR.1.10X,19.357,21.752,23.168,22.537,23.549,583771.458,184,1.5725,,NKM,7/20/16
ULMAME06_GR.1.10X,22.582,27.872,26.622,22.631,23.072,583771.458,132,1.5725,,NKM,7/20/16
VACMYR02_GR.1.10X,16.041,16.735,15.381,15.276,17.56,583771.458,120,1.5725,,NKM,7/20/16
VACMYR03_GR.1.10X,15.295,13.805,15.315,14.005,14.564,583771.458,150,1.5725,,NKM,7/20/16
VACMYR04_GR.1.10X,14.084,13.863,14.023,13.071,14.081,583771.458,191,1.5725,,NKM,7/20/16
VACMYR06_GR.1.10X,17.491,15.609,17.419,16.96,15.505,583771.458,231,1.5725,,NKM,7/20/16
VIBCAS03_GR.1.10X,28.042,33.143,28.046,34.472,31.995,583771.458,55,1.5725,,NKM,7/20/16
VIBCAS04_GR.1.10X,37.011,37.699,34.61,35.659,34.47,583771.458,61,1.5725,,NKM,7/20/16
VIBCAS05_GR.1.10X,30.248,31.863,35.806,36.45,30.166,583771.458,52,1.5725,,NKM,7/20/16
VIBCAS06_GR.1.10X,30.705,28.069,32.007,29.461,31.607,583771.458,44,1.5725,,NKM,7/20/16
VIBLAN01_GR.1.10X,21.976,21.976,26.276,24.875,24.374,583771.458,44,1.5725,,NKM,7/20/16
VIBLAN02_GR.1.10X,23.324,25.039,27.692,25.598,23.142,583771.458,17,1.5725,top left corner blurry,NKM,7/20/16
VIBLAN04_GR.1.10X,28.443,27.515,27.918,28.811,28.633,583771.458,33,1.5725,,NKM,7/20/16
VIBLAN06_GR.1.10X,23.703,24.875,26.253,23.9,23.324,583771.458,61,1.5725,,NKM,7/20/16
