Individual,Site,Species,Latitude,Longitude,Elevation,Leaf area,Fresh mass,Dry mass,Stem volume,Stem mass,Height,Distance,Bottom angle,Top Angle,Bottom m,Top m,DBH,DBH 2,DBH 3,DBH 4,DBH 5,Summer 2015 notes,Summer 2015 Route,Summer 2015 Date Sampled,pctN,pctC,Stomatal Length,Stomatal Density
MYRGAL01_GR,GR,MYRGAL,44.86612198,-71.05144599,392,72.144,1.21,0.44,0.51,0.26,1,,,,,,<1,,,,,,,,2.113376966,48.80610225,20.8026,105.8684822
MYRGAL02_GR,GR,MYRGAL,44.86607999,-71.05146702,391,85.264,1.5,0.59,0.72,0.33,1,,,,,,<1,,,,,,,,2.007374845,48.48183403,25.3816,80.25513976
MYRGAL03_GR,GR,MYRGAL,44.86607303,-71.05148303,380,80.359,1.53,0.53,1.13,0.5,1,,,,,,<1,,,,,,,,2.455752536,47.74022012,,
MYRGAL04_GR,GR,MYRGAL,44.86592299,-71.05159703,385,83.225,1.36,0.5,1.03,0.45,1,,,,,,<1,,,,,,,,2.422494243,48.77528454,19.0424,107.5760384
MYRGAL05_GR,GR,MYRGAL,,,,83.264,1.36,0.48,0.81,0.37,1,,,,,,<1,,,,,,,,2.403491242,47.27436073,16.874,129.7742686
MYRGAL06_GR,GR,MYRGAL,44.865909,-71.051578,383,63.526,1.12,0.4,0.39,0.21,1,,,,,,<1,,,,,,,,2.099789272,47.92406688,,
POPTRE01_GR,GR,POPTRE,44.92347004,-71.08994499,435,,,,,,,,,,,,34.2,,,,,tall,,,,,,
POPTRE02_GR,GR,POPTRE,44.88037004,-71.099395,465,212.994,2.58,1.08,3.02,1.38,8,,,,-1,6.25,4.9,,,,,,,,2.216446859,49.23114479,19.663,148.5573864
POPTRE03_GR,GR,POPTRE,44.87955499,-71.10073602,442,183.932,3.02,1.08,1.02,0.57,9,,,,-1,7.25,6.5,,,,,,,,2.787994734,49.79009963,20.0518,121.2364877
POPTRE04_GR,GR,POPTRE,44.87936304,-71.10074901,445,253.739,3.34,1.17,0.95,0.46,3,,,,,,2.2,,,,,,,,2.867100116,48.16680989,20.3748,105.8684822
POPTRE05_GR,GR,POPTRE,44.87923597,-71.10111698,447,,,,,,25,,,,,,21,,,,,,,,,,,
POPTRE06_GR,GR,POPTRE,44.88032302,-71.10365401,430,171.577,2.46,0.97,2.02,0.97,6,,,,,,5,,,,,,,,2.793076793,49.01644805,,
POPTRE07_GR,GR,POPTRE,44.924341,-71.09822698,421,231.284,3.8,1.43,1.94,0.85,11,,,,-1,9.5,7.4,9.5,,,,New tagged,,,3.279787266,48.42175755,20.3084,136.6044932
POPTRE08_GR,GR,POPTRE,,,,,,,,,4.5,,,,,,3.6,,,,,,,,,,,
PRUPEN01_GR,GR,PRUPEN,44.92319101,-71.09049601,436,227.616,2.9,0.8,0.91,0.47,2.2,,,,,,1,1.4,,,,"check id, maybe pruvir",,,2.765964332,45.56069554,21.7782,201.4916275
PRUPEN02_GR,GR,PRUPEN,44.92462398,-71.09470398,421,,,,,,1.1,,,,,,4,,,,,,,,,,,
PRUPEN03_GR,GR,PRUPEN,44.85514998,-71.05558597,376,300.436,3.39,0.92,1.5,0.65,3.5,,,,,,2.2,2,1.3,,,"no blue flag, only tag",,,3.656474311,45.62195673,,
PRUPEN04_GR,GR,PRUPEN,44.85509299,-71.05544399,379,234.397,2.76,0.9,1.37,0.74,9,,,,,,7.3,,,,,flagged base of tree,,,2.567771963,45.55669144,,
PRUPEN05_GR,GR,PRUPEN,44.88084404,-71.10326098,456,157.092,2.21,0.76,0.98,0.46,2,,,,,,1.4,1,,,,,,,2.938049229,45.99064224,17.4786,204.9067398
PRUPEN06_GR,GR,PRUPEN,44.88082199,-71.10325998,455,179.664,2.45,0.8,1.35,0.76,2,,,,,,2,1,,,,right near some pruser and pruvir,,,3.092040248,47.43734504,19.9638,242.4729755
PRUPEN07_GR,GR,PRUPEN,44.88072401,-71.10367698,455,,,,,,2.2,,,,,,<1,,,,,,,,,,,
PRUPEN08_GR,GR,PRUPEN,44.88040801,-71.10362803,426,,,,,,2,,,,,,<1,,,,,,,,,,,
PRUPEN09_GR,GR,PRUPEN,44.89827303,-71.07633898,448,231.476,3.54,1.13,1.42,0.76,2.3,,,,,,1.6,1,<1,,,New tagged. Fourth stem also <1,,,2.798367987,48.70855186,17.1482,157.0951672
PRUPEN10_GR,GR,PRUPEN,,,,,,,,,11,,,,,,7.25,,,,,,,,,,,
QUERUB01_GR,GR,QUERUB,44.85718,-71.05403398,385,254.122,3.69,1.41,1.4,0.74,9.5,,,,,,12,3.5,,,,Umbagog canoe launch,,,2.304766819,47.02900096,18.4184,505.4366249
RHAFRA01_GR,GR,RHAFRA,44.86426396,-71.05143299,394,219.328,2.87,0.59,1.65,0.68,2,,,,,,1.125,,,,,uh oh' (?),,,3.100481881,32.47663192,15.1286,300.5298851
RHOPRI01_GR,GR,RHOPRI,44.874122,-71.05292497,387,53.623,0.59,0.16,0.41,0.18,0.7,,,,,,<1,,,,,,,,3.282380111,47.85125314,,
RHOPRI02_GR,GR,RHOPRI,44.86591201,-71.05156702,381,27.377,0.39,0.1,0.22,0.11,0.75,,,,,,<1,,,,,,,,2.395617384,48.87562845,,
RHOPRI03_GR,GR,RHOPRI,44.86597898,-71.05165704,380,30.672,0.41,0.12,0.25,0.12,0.5,,,,,,<1,,,,,,,,2.487765851,49.21878828,13.7468,239.0578631
RHOPRI04_GR,GR,RHOPRI,,,,50.536,0.56,0.17,0.53,0.25,0.6,,,,,,<1,,,,,,,,2.059806655,46.60373602,13.9054,322.7281152
RHOPRI05_GR,GR,RHOPRI,,,,37.17,0.48,0.15,1.43,0.64,1,,,,,,<1,,,,,,,,2.348372763,45.45463312,13.9478,172.4631727
RIBGLA01_GR,GR,RIBGLA,44.92358202,-71.09127101,446,202.037,1.92,0.47,0.55,0.24,0.3,,,,,,<1,,,,,"just off path, large patch. R of CORCOR01",,,2.237402695,43.30489223,,
RIBGLA02_GR,GR,RIBGLA,44.923046,-71.09054999,428,107.183,1.15,0.36,1.68,0.89,,,,,,,,,,,,,,,2.258156381,44.72142581,,
RIBGLA03_GR,GR,RIBGLA,44.92304801,-71.09055804,429,176.458,1.93,0.46,0.36,0.13,,,,,,,,,,,,,,,2.767561147,44.36707962,,
RIBGLA04_GR,GR,RIBGLA,44.88043802,-71.10372903,450,103.304,1.31,0.4,0.56,0.29,,,,,,,,,,,,,,,1.727462994,44.97383844,,
RIBGLA05_GR,GR,RIBGLA,44.88666904,-71.07413798,409,44.058,0.47,0.14,0.39,0.2,0.15,,,,,,<1,,,,,,,,1.417324187,44.37178147,,
RIBGLA06_GR,GR,RIBGLA,44.88915604,-71.074344,466,77.804,0.89,0.27,0.2,0.13,,,,,,,,,,,,,,,1.866058192,45.39679239,,
SALLUC01_GR,GR,SALLUC,,,,,,,,,1.2,,,,,,<1,<1,<1,<1,<1,,,,,,,
SALLUC02_GR,GR,SALLUC,,,,,,,,,5,,,,,,3.4,,,,,,,,,,,
SAMRAC01_GR,GR,SAMRAC,44.92402903,-71.09292199,424,229.082,3.21,0.62,2.29,0.61,2,,,,,,1.5,1,"<1, <1",,,very healthy 15' into woods past alninc03,,,4.523397888,50.25939305,32.4886,80.25513976
SAMRAC02_GR,GR,SAMRAC,44.92398997,-71.09301796,423,222.709,3.76,0.81,0.76,0.23,1.3,,,,,,<1,,,,,4' R of vibcas01,,,4.354399785,47.31878603,33.797,104.1609261
SAMRAC03_GR,GR,SAMRAC,44.92307802,-71.09037297,432,147.781,2.43,0.47,1.01,0.26,2,,,,,,1.8,2.2,,,,,,,3.876915599,47.39724181,39.7108,46.10401646
SAMRAC04_GR,GR,SAMRAC,44.92417102,-71.09273197,415,192.135,3.38,0.76,0.91,0.25,2.1,,,,,,1.8,1.5,<1,<1,<1,by path on R before bridge,,,4.352608685,47.05207085,30.3572,107.5760384
SAMRAC05_GR,GR,SAMRAC,44.88024096,-71.09836897,450,163.253,2.75,0.62,3.76,0.8,7.5,,,,,,3.6,3.7,1.7,4,"5.2, 2.8",,,,4.267272439,47.28429979,,
SAMRAC06_GR,GR,SAMRAC,44.88020098,-71.09828398,453,244.592,5.01,1.1,1.75,0.5,2,,,,,,1.3,,,,,,,,4.891430797,45.29662983,,
SAMRAC07_GR,GR,SAMRAC,,,,,,,,,2,,,,,,1.3,,,,,,,,,,,
SAMRAC08_GR,GR,SAMRAC,,,,,,,,,1.2,,,,,,<1,,,,,,,,,,,
SAMRAC09_GR,GR,SAMRAC,,,,,,,,,1.5,,,,,,1.5,<1,,,,,,,,,,
SORAME01_GR,GR,SORAME,44.92404001,-71.09228597,416,125.534,1.25,0.28,0.82,0.34,1.2,,,,,,<1,,,,,,,,2.322396712,44.68786272,24.4516,93.91558909
SORAME02_GR,GR,SORAME,44.92544901,-71.09716399,431,239.316,3.04,1,0.81,0.37,3,,,,,,1.2,,,,,,,,1.947632885,45.20710371,,
SORAME03_GR,GR,SORAME,44.88003803,-71.09799203,453,108.128,1.02,0.25,1.09,0.5,3,,,,,,2,,,,,,,,2.401456744,42.94158186,26.364,126.3591562
SORAME04_GR,GR,SORAME,44.89894099,-71.07394502,428,114.42,1.36,0.42,1.86,0.97,4,,,,,,1.5,1.9,2,,,,,,2.337380945,45.46019664,24.743,184.4160658
SORAME05_GR,GR,SORAME,44.88005999,-71.1,361,147.248,1.54,0.39,1.23,0.55,7.5,,,,,,3.6,1.7,3.7,,,"other dbh: 4.0, 5.2, 2.8",,,2.797187886,43.87477378,,
SORAME06_GR,GR,SORAME,44.87972698,-71.10404796,442,147.571,1.55,0.42,1.35,0.61,2.5,,,,,,1.5,,,,,,,,2.848739341,44.28125114,24.0998,181.0009535
SORAME07_GR,GR,SORAME,44.865751,-71.05155797,380,119.182,1.37,0.46,1.15,0.56,1.5,,,,,,<1,,,,,,,,1.878930222,43.71123615,,
SORAME08_GR,GR,SORAME,,,,,,,,,2,,,,,,1.3,,,,,,,,,,,
SPIALB01_GR,GR,SPIALB,44.92404202,-71.09297002,428,79.036,0.79,0.33,0.42,0.23,1,,,,,,<1,<1,,,,10' L of alninc03,,,2.105344795,46.92056666,,
SPIALB02_GR,GR,SPIALB,44.92396298,-71.09288301,426,107.219,0.84,0.31,0.52,0.23,1.3,,,,,,<1,<1,,,,5' L of samrac01,,,2.692432561,46.78336651,14.861,534.4650797
SPIALB03_GR,GR,SPIALB,44.92409902,-71.09325903,418,131.437,1.02,0.33,0.32,0.14,1,,,,,,<1,,,,,clearing by suspension bridge,,,3.322671634,46.05707562,,
SPIALB04_GR,GR,SPIALB,44.92325798,-71.09059299,436,72.567,0.53,0.16,0.31,0.13,1.1,,,,,,<1,,,,,,,,3.642398633,46.05948299,15.0682,505.4366249
SPIALB05_GR,GR,SPIALB,44.92407496,-71.09395003,410,146.574,1.65,0.67,0.45,0.25,1.2,,,,,,<1,,,,,,,,2.699798341,48.93822469,,
SPIALB06_GR,GR,SPIALB,44.92433002,-71.093931,412,77.082,0.62,0.23,0.59,0.34,1.4,,,,,,<1,<1,<1,,,,,,2.623086312,46.94754315,12.7326,539.5877482
SPIALB07_GR,GR,SPIALB,44.88024297,-71.09962198,463,88.784,0.76,0.24,0.55,0.24,1.5,,,,,,<1,<1,,,,,,,2.827955083,47.09990017,,
SPIALB08_GR,GR,SPIALB,44.87926397,-71.10101103,446,,,,,,1,,,,,,<1,<1,,,,,,,,,,
SPIALB09_GR,GR,SPIALB,44.89824302,-71.07650301,420,67.716,0.61,0.26,0.32,0.2,1.2,,,,,,<1,<1,,,,,,,2.041757604,47.13726377,,
SPIALB10_GR,GR,SPIALB,44.89830396,-71.076156,419,96.109,0.97,0.4,0.52,0.25,1.2,,,,,,<1,<1,<1,,,,,,1.911023799,47.82870948,9.3544,642.0411181
ULMAME01_GR,GR,ULMAME,44.92397002,-71.09301201,421,267.276,2.55,0.73,2.38,1.47,3,,,,,,1.7,,,,,"healthy, many branches",,,2.500007146,42.13145752,,
ULMAME02_GR,GR,ULMAME,44.92359099,-71.09104704,281,318.664,5.39,1.34,0.79,0.43,4.5,,,,,,4.1,,,,,New tagged,,,3.287945161,43.12958791,21.3714,286.0708548
ULMAME03_GR,GR,ULMAME,44.924225,-71.09305803,400,189.53,2.41,0.74,0.78,0.57,8,,,,-1.25,6.5,8.2,11.2,,,,,,,2.400399486,43.49998209,23.17,166.1609157
ULMAME04_GR,GR,ULMAME,44.92409801,-71.09287304,405,261.466,3.7,1.01,0.78,0.41,17,,,,-1.25,15,26.6,,,,,,,,4.474435048,44.75673935,22.0726,315.19184
ULMAME05_GR,GR,ULMAME,44.92522001,-71.09773496,396,264.25,4.06,1.21,1.48,0.81,14,,,,-2.5,11,14.3,,,,,,,,2.802512231,44.23008753,,
ULMAME06_GR,GR,ULMAME,44.92530802,-71.09783504,415,299.676,4.34,1.27,3.27,1.79,14,,,,-2.5,11,21.3,,,,,,,,2.844577951,44.36629687,24.5558,226.1158852
ULMAME07_GR,GR,ULMAME,,,,,,,,,3.5,,,,,,2.4,,,,,,,,,,,
ULMAME08_GR,GR,ULMAME,,,,,,,,,,,,,,,10.8,,,,,,,,,,,
ULMAME09_GR,GR,ULMAME,,,,,,,,,,,,,,,12.4,2.8,1.9,,,,,,,,,
ULMAME10_GR,GR,ULMAME,,,,,,,,,5,,,,,,3.5,,,,,,,,,,,
ULMAME11_GR,GR,ULMAME,,,,,,,,,,,,,,,12.7,,,,,,,,,,,
ULMAME12_GR,GR,ULMAME,,,,,,,,,7,,,,,,9.2,,,,,,,,,,,
ULMAME13_GR,GR,ULMAME,,,,,,,,,,,,,,,14.3,,,,,,,,,,,
VACMYR01_GR,GR,VACMYR,44.92358797,-71.090637,423,137.091,1.21,0.32,0.05,0.09,0.3,,,,,,<1,,,,,,,,2.534835551,46.93957035,,
VACMYR02_GR,GR,VACMYR,44.92354296,-71.09069299,420,119.734,1.07,0.25,0.11,0.11,0.3,,,,,,<1,,,,,,,,2.75458265,46.73151195,16.1986,205.5598957
VACMYR03_GR,GR,VACMYR,44.92367799,-71.09070799,436,189.879,1.75,0.49,0.12,0.09,0.3,,,,,,<1,<1,,,,,,,2.615073373,47.45069279,14.5968,256.9498696
VACMYR04_GR,GR,VACMYR,44.87429299,-71.05352101,396,84.138,0.88,0.25,0.36,0.24,0.4,,,,,,<1,,,,,flagged above,,,2.351109653,47.15155476,13.8244,327.1828339
VACMYR05_GR,GR,VACMYR,44.87411697,-71.05296001,389,43.809,0.48,0.16,0.68,0.44,0.5,,,,,,<1,<1,,,,,,,2.190627754,47.32824234,,
VACMYR06_GR,GR,VACMYR,44.88047599,-71.09907598,475,82.944,0.79,0.22,0.23,0.13,0.7,,,,,,<1,,,,,,,,2.02403976,47.05252317,16.5968,395.7027992
VACMYR07_GR,GR,VACMYR,44.87987501,-71.10028298,444,,,,,,0.3,,,,,,<1,,,,,,,,,,,
VIBCAS01_GR,GR,VIBCAS,44.923938,-71.09309097,423,216.025,3.39,0.81,0.88,0.49,2.5,,,,,,1.6,1.4,"<1, <1, <1",,,,,,2.543796104,46.76484721,,
VIBCAS02_GR,GR,VIBCAS,44.92358001,-71.09029602,440,317.949,4.56,1.02,1.21,0.7,1.5,,,,,,<1,<1,<1,,,5 stems <1,,,2.450700857,45.73279779,,
VIBCAS03_GR,GR,VIBCAS,44.92328497,-71.09061101,436,267.134,4.57,1.15,0.68,0.4,1.1,,,,,,<1,,,,,many stems,,,2.255034555,46.68923502,31.1396,94.21495218
VIBCAS04_GR,GR,VIBCAS,44.92318204,-71.09054396,437,243.064,4.42,1.18,0.76,0.4,2.4,,,,,,1.2,1.3,1.2,,,5+ stems,,,2.161589994,46.99765665,35.8898,104.492947
VIBCAS05_GR,GR,VIBCAS,44.92305798,-71.09048604,435,142.657,2.32,0.6,0.74,0.39,1.4,,,,,,<1,<1,<1,<1,,,,,2.587655662,45.72177413,32.9066,89.07595479
VIBCAS06_GR,GR,VIBCAS,44.92351002,-71.08968498,434,287.653,4.27,0.99,0.96,0.55,1.3,,,,,,<1,<1,<1,,,,,,2.542020711,46.86612601,30.3698,75.37196174
VIBCAS07_GR,GR,VIBCAS,44.880434,-71.09901597,478,,,,,,1.2,,,,,,<1,,,,,,,,,,,
VIBCAS08_GR,GR,VIBCAS,44.88032201,-71.09927698,472,,,,,,1.8,,,,,,1,<1,,,,,,,,,,
VIBCAS09_GR,GR,VIBCAS,44.87966898,-71.10057098,433,,,,,,0.7,,,,,,<1,,,,,,,,,,,
VIBCAS10_GR,GR,VIBCAS,44.88057003,-71.103681,407,,,,,,1.2,,,,,,<1,,,,,in large clump,,,,,,
VIBCAS11_GR,GR,VIBCAS,44.880378,-71.10365602,406,,,,,,1.3,,,,,,<1,<1,<1,<1,<1,,,,,,,
VIBCAS12_GR,GR,VIBCAS,44.88025303,-71.09978803,451,,,,,,,,,,,,,,,,,,,,,,,
VIBLAN01_GR,GR,VIBLAN,44.92394999,-71.092363,434,262.845,2.94,0.88,1.37,0.66,1,,,,,,1.4,1,<1,,,just past picnic table and bath sign,,,2.144575407,47.23326909,23.8954,75.37196174
VIBLAN02_GR,GR,VIBLAN,44.92406197,-71.09242,425,273.55,2.59,0.75,1.1,0.44,2,,,,,,1.4,,,,,15' into woods,,,2.032368093,45.74300956,24.959,29.12098522
VIBLAN03_GR,GR,VIBLAN,44.92474803,-71.09610099,424,393.744,5.27,1.82,0.96,0.38,1.2,,,,,,<1,,,,,,,,2.415410737,47.73977985,,
VIBLAN04_GR,GR,VIBLAN,44.92516302,-71.09672503,427,263.793,3.54,1.07,1.22,0.58,1.3,,,,,,<1,,,,,,,,2.134123614,45.77277043,28.264,56.52897131
VIBLAN05_GR,GR,VIBLAN,44.92538799,-71.09714303,426,282.765,3.96,1.28,1.24,0.5,1.2,,,,,,<1,,,,,,,,1.763141546,45.05860917,,
VIBLAN06_GR,GR,VIBLAN,44.92507601,-71.097871,454,169.233,2.01,0.6,1.29,0.56,3,,,,,,1.4,,,,,"duplicate, kept the 2-leaf version",,,1.920064398,46.08228075,24.411,104.492947
VIBLAN07_GR,GR,VIBLAN,44.89866396,-71.074042,425,323.321,3.62,0.9,1.11,0.48,2,,,,,,1.3,,,,,,,,2.058705017,46.27448638,,
VIBLAN08_GR,GR,VIBLAN,44.89875197,-71.07401904,432,,,,,,1.2,,,,,,<1,,,,,,,,,,,
ACEPEN01_WM,WM,ACEPEN,44.00019201,-71.37700204,396,286.386,2.88,0.891,1.86,0.814,,10,-12,36,,,1.7,4.6,1,,,,,,2.932542291,46.03634936,16.79053333,140.5887909
ACEPEN02_WM,WM,ACEPEN,43.99870003,-71.37489097,385,,2.61,0.701,0.21,1.106,,10,-7,44,,,7.3,,,,,,,,2.469078039,45.86526473,,
ACEPEN03_WM,WM,ACEPEN,43.99981298,-71.37555096,387,253.062,3.38,1.043,2.06,0.980,,10,-6,40,,,6.4,,,,,,,,2.110933814,45.38881028,14.83426667,159.3719088
ACEPEN04_WM,WM,ACEPEN,44.00766003,-71.37904597,393,233.131,2.23,0.650,7.61,0.788,,10,-7,52,,,14,,,,,,,,1.710568877,44.98652627,,
ACEPEN04_WM-2,WM,ACEPEN,,,,,,,,,,10,-12,21,,,3.4,1.3,,,,From Aug 6 2015 notebook,,,,,,
ACEPEN05_WM,WM,ACEPEN,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN06_WM,WM,ACEPEN,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEPEN07_WM,WM,ACEPEN,43.99879902,-71.37510798,396,285.927,3.10,0.966,3.72,1.822,,10,-7,46,,,8.4,,,,,,,,2.594174066,46.55923682,,
ACEPEN08_WM,WM,ACEPEN,43.99923404,-71.37532298,394,288.773,2.68,0.770,2.89,1.418,,10,-5,52,,,9.3,,,,,,,,2.214867435,44.59151267,,
ACEPEN09_WM,WM,ACEPEN,44.00054396,-71.37212704,392,312.183,4.59,1.623,4.09,2.175,,10,-8,36,,,6.5,,,,,,,,2.385746464,47.63093826,,
ACEPEN09_WM-2,WM,ACEPEN,,,,,,,,,,10,-9,47,,,10.3,,,,,From Aug 6 2015 notebook,,,,,,
ACERUB01_WM,WM,ACERUB,43.99793199,-71.37242602,356,335.908,5.53,2.845,2.72,1.467,7,,,,,,5,2,6.5,,,,,,1.654895899,47.69815194,16.18526667,50.37290687
ACERUB02_WM,WM,ACERUB,43.99917402,-71.37545097,387,213.489,3.04,1.320,4.27,2.468,,10,-3,67,,,4.6,3.7,21.3,,,,,,2.229472211,47.5110414,15.49,17.07556165
ACERUB03_WM,WM,ACERUB,43.999616,-71.37543697,386,242.129,2.31,0.924,2.56,1.382,,10,-6,40,,,6.4,,,,,,,,2.006689541,44.71062665,18.9086,174.1707288
ACERUB04_WM,WM,ACERUB,43.99981298,-71.37469098,387,251.233,2.83,1.198,4.43,2.287,,10,-7,52,,,14,,,,,,,,2.156514381,44.63759644,18.1004,208.3218522
ACERUB05_WM,WM,ACERUB,44.00101402,-71.37855101,396,240.035,2.24,0.832,2.41,1.307,,10,-7,62,,,14.1,17,4.7,3.8,,,,,2.004005099,48.1019825,15.4446,64.88713428
ACERUB06_WM,WM,ACERUB,43.99902198,-71.37558399,387,287.026,3.47,1.364,4.22,2.044,4.5,,,,,,3.7,,,,,,,,2.055871101,48.41349015,17.9244,134.896937
ACESAC01_WM,WM,ACESAC,43.99893003,-71.37542498,391,287.662,2.36,0.956,3.27,2.062,,10,-7,41,,,7.5,,,,,,,,2.128564707,45.01642851,,
ACESAC02_WM,WM,ACESAC,43.99877597,-71.37528299,384,204.24,1.51,0.586,3.50,2.060,,10,-10,39,,,6.9,,,,,,,,2.02008085,46.40224096,,
ACESAC03_WM,WM,ACESAC,43.99906799,-71.37554401,386,237.432,2.55,1.038,2.11,1.328,,10,-5,61,,,24.7,,,,,,,,1.865114173,47.17418716,,
ACESAC04_WM,WM,ACESAC,43.99837498,-71.37388296,394,283.686,2.49,0.943,3.92,2.525,,10,-10,55,,,9.8,,,,,,,,2.425803677,46.90708269,,
ACESAC05_WM,WM,ACESAC,43.99858997,-71.37504302,396,276.164,2.44,0.939,3.22,1.740,,10,-8,42,,,5.5,,,,,,,,2.176060866,46.52141526,,
ACESAC06_WM,WM,ACESAC,43.99930998,-71.37533303,390,263.611,1.95,0.846,3.26,1.978,,10,-9,45,,,9.5,,,,,,,,2.239953001,45.2031984,,
ACESPI01_WM,WM,ACESPI,,,,,,,,,3.5,,,,,,2,1.7,1.8,,,,,,,,,
ACESPI02_WM,WM,ACESPI,,,,,,,,,5,,,,,,4.1,,,,,,,,,,,
ALNINC01_WM,WM,ALNINC,43.99797298,-71.37243398,340,258.179,4.00,1.576,2.80,1.351,2.5,,,,,,3.3,1.3,<1,,,,,,2.935200464,49.76729752,11.8938,71.71735894
ALNINC02_WM,WM,ALNINC,43.99759797,-71.37254798,382,313.174,5.77,2.462,4.49,2.373,5,,,,,,2.2,2,2.5,2.9,"2.3, 1.5, 1.3",,,,2.307323378,47.0597344,14.362,64.88713428
ALNINC03_WM,WM,ALNINC,43.99830599,-71.37373896,391,240.45,3.84,1.604,2.62,4.269,4.1,,,,,,1.6,1,3.3,3.4,2.6,,,,2.542307448,52.18845833,16.2924,126.3591562
ALNINC04_WM,WM,ALNINC,43.99866197,-71.37530001,392,140.939,2.00,0.845,1.83,0.850,3.5,,,,,,2.9,1.9,<1,<1,<1,,,,2.438596379,47.7745429,16.1942,129.7742686
ALNINC05_WM,WM,ALNINC,43.99864202,-71.375327,398,166.601,2.34,1.073,2.75,1.331,,,,,,,,,,,,,,,2.145427132,50.42461961,,
ALNINC06_WM,WM,ALNINC,43.99834597,-71.37549296,401,223.911,2.66,0.861,2.47,1.124,,,,,,,,,,,,,,,3.112731609,46.67225962,,
AMECAN01_WM,WM,AMECAN,43.99795102,-71.37238202,362,194.214,2.00,1.041,2.84,1.768,5,,,,,,2.5,3.2,,,,,,,2.053068029,47.87938434,26.8946,73.4249151
AMECAN02_WM,WM,AMECAN,43.99887898,-71.375558,389,228.826,2.21,1.016,2.08,1.418,5,,,,,,4.5,5.6,,,,,,,1.757044104,37.09417957,25.8036,56.34935345
AMECAN03_WM,WM,AMECAN,44.007439,-71.37936196,391,77.903,0.79,0.400,2.06,1.498,0.75,,,,,,<1,,,,,,,,1.723237428,47.17014011,25.2124,85.37780826
AMECAN04_WM,WM,AMECAN,44.00760898,-71.37925199,393,186.316,1.93,0.987,4.15,2.705,3,,,,,,2.2,,,,,,,,1.707656114,47.52352743,24.8514,80.25513976
AMECAN05_WM,WM,AMECAN,44.00751703,-71.37924604,392,267.902,2.82,1.291,5.26,3.388,4.5,,,,,,2.3,2.1,,,,,,,2.078438993,47.19374806,,
AMECAN06_WM,WM,AMECAN,44.00762399,-71.37914303,393,198.101,1.67,0.644,2.88,1.826,2.5,,,,,,1.1,1.7,,,,,,,1.948518915,43.77129405,,
AMECAN07_WM,WM,AMECAN,44.00763698,-71.37912702,394,262.045,2.34,0.940,1.99,1.313,2,,,,,,2,,,,,,,,1.778222833,44.92988589,,
AMELAE01_WM,WM,AMELAE,44.00402002,-71.37868898,394,238.77,3.13,1.460,0.93,0.698,1,,,,,,<1,,,,,,,,1.886957282,46.99995128,25.4164,109.2835946
AMELAE02_WM,WM,AMELAE,44.00511403,-71.24067801,307,221.352,2.09,0.811,1.43,1.055,,,,,,,,,,,,,,,2.051214944,45.98941365,22.619,58.05690962
AMELAE03_WM,WM,AMELAE,44.00470097,-71.24058204,298,165.864,1.85,0.759,3.91,2.331,,,,,,,,,,,,,,,2.201251795,48.21693189,24.731,81.96269593
AMELAE04_WM,WM,AMELAE,44.00492602,-71.24055798,294,208.587,1.72,0.598,0.94,0.616,,,,,,,,,,,,,,,2.112863827,45.29085672,26.831,64.88713428
AMELAE05_WM,WM,AMELAE,44.00463902,-71.24076803,291,238.208,2.47,0.936,1.65,1.136,,,,,,,,,,,,,,,2.322784229,47.82626365,,
AMELAE06_WM,WM,AMELAE,44.00531804,-71.24132199,289,159.1,1.70,0.673,2.06,1.238,,,,,,,,,,,,,,,1.844822368,46.46369618,,
AROMEL01_WM,WM,AROMEL,44.00386303,-71.37842604,391,146.319,2.31,0.947,1.28,0.877,1.8,,,,,,<1,,,,,,,,1.42489139,47.4282732,19.5272,155.387611
AROMEL02_WM,WM,AROMEL,44.00360897,-71.37836502,390,156.969,2.24,0.854,1.15,0.792,0.5,,,,,,<1,,,,,,,,1.680318983,47.7632834,20.8298,158.8027234
AROMEL03_WM,WM,AROMEL,44.00392899,-71.37854104,380,243.374,4.06,1.496,0.74,0.587,0.5,,,,,,<1,,,,,,,,1.73023679,47.44614934,20.5514,134.896937
AROMEL04_WM,WM,AROMEL,44.00401399,-71.37847298,378,96.808,1.43,0.573,0.94,0.664,1.4,,,,,,<1,,,,,,,,1.731508449,47.11606592,21.5104,141.7271617
AROMEL05_WM,WM,AROMEL,44.00401667,-71.37848337,268,189.186,3.13,1.234,1.72,1.134,1.2,,,,,,<1,,,,,,,,1.771376618,48.31409278,,
AROMEL06_WM,WM,AROMEL,44.00381701,-71.37837701,377,167.866,2.07,0.717,1.29,0.824,1,,,,,,<1,,,,,,,,1.865172917,44.38385745,,
BETALL01_WM,WM,BETALL,43.99883296,-71.37551903,389,255.024,2.72,0.812,3.94,2.253,,15,-11,32,,,10.6,,,,,,,,2.31105207,46.53788816,20.2668,97.33070142
BETALL02_WM,WM,BETALL,44.00073004,-71.37841699,398,230.445,2.46,0.763,2.09,1.198,,10,-10,37,,,9.4,,,,,,,,2.864465756,47.48941717,17.8032,114.4062631
BETALL03_WM,WM,BETALL,43.99866097,-71.37493699,385,305.366,2.94,0.721,1.29,0.824,,10,-7,46,,,14.7,,,,,,,,3.577601419,47.57416674,21.0428,46.10401646
